customer_id,quarter,tenure_in_months,phone_service,internet_service,internet_type,contract,payment_method,monthly_charge,total_charges
8318-LCNBW,Q3,35,No,Yes,DSL,One Year,Credit Card,53.15,1930.9
6469-QJKZW,Q3,4,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,20.15,91.4
6370-ZVHDV,Q3,61,Yes,No,No Internet,Two Year,Bank Withdrawal,25.3,1554.9
5915-DGNVC,Q3,49,Yes,Yes,DSL,One Year,Bank Withdrawal,71.8,3472.05
6260-XLACS,Q3,4,Yes,No,No Internet,One Year,Credit Card,19.7,117.8
3566-CAAYU,Q3,64,No,Yes,DSL,Two Year,Bank Withdrawal,49.85,3210.35
4983-CCWMC,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,69.6,207.4
9103-CXVOK,Q3,1,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,19.75,19.75
2896-TBNBE,Q3,40,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,80.8,3132.75
3841-CONLJ,Q3,1,No,Yes,DSL,Month-to-Month,Bank Withdrawal,35.0,35.0
4475-NVTLU,Q3,45,Yes,No,No Internet,Two Year,Bank Withdrawal,19.2,903.7
9386-LDCZR,Q3,43,Yes,Yes,Fiber Optic,One Year,Credit Card,90.65,3882.3
9585-KKMFD,Q3,41,Yes,No,No Internet,Two Year,Credit Card,20.0,879.8
5399-ZIMKF,Q3,5,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.65,383.65
0336-KXKFK,Q3,72,No,Yes,DSL,Two Year,Credit Card,61.2,4390.25
5619-XZZKR,Q3,4,Yes,No,No Internet,One Year,Credit Card,19.95,68.2
3948-FVVRP,Q3,9,Yes,Yes,DSL,Month-to-Month,Credit Card,54.8,452.8
0983-TATYJ,Q3,33,Yes,Yes,DSL,One Year,Credit Card,51.45,1758.9
1813-JYWTO,Q3,72,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,80.45,5737.6
6719-OXYBR,Q3,15,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,85.3,1219.85
6476-YHMGA,Q3,15,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,76.5,1155.6
0168-XZKBB,Q3,19,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,86.85,1564.4
3785-NRHYR,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,19.65,19.65
4537-DKTAL,Q3,2,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,45.55,84.4
5602-BVFMK,Q3,12,Yes,No,No Internet,One Year,Credit Card,19.3,228.75
6297-NOOPG,Q3,70,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,110.5,7752.05
8204-TIFGJ,Q3,23,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,20.3,470.6
8903-XEBGX,Q3,2,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,55.3,108.65
1089-XZWHH,Q3,24,Yes,No,No Internet,Two Year,Credit Card,19.7,494.05
2325-WINES,Q3,32,Yes,Yes,Fiber Optic,One Year,Credit Card,104.05,3416.85
6064-ZATLR,Q3,27,Yes,Yes,DSL,Two Year,Bank Withdrawal,52.85,1498.65
7824-PANSQ,Q3,58,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,80.65,4807.35
9648-BCHKM,Q3,18,Yes,No,No Internet,Two Year,Credit Card,24.65,471.35
2888-ADFAO,Q3,47,Yes,No,No Internet,Two Year,Bank Withdrawal,21.3,1041.8
8707-HOEDG,Q3,70,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,110.2,7689.8
4072-IPYLT,Q3,36,Yes,Yes,DSL,Month-to-Month,Credit Card,51.05,1815.0
7167-PCEYD,Q3,67,Yes,No,No Internet,Two Year,Credit Card,19.8,1311.3
4936-YPJNK,Q3,10,Yes,No,No Internet,Month-to-Month,Credit Card,19.9,199.45
4817-KEQSP,Q3,71,Yes,No,No Internet,Two Year,Bank Withdrawal,19.85,1326.35
6408-WHTEF,Q3,72,Yes,Yes,DSL,Two Year,Credit Card,89.4,6376.55
9251-AWQGT,Q3,48,Yes,No,No Internet,Two Year,Credit Card,20.0,935.9
8749-CLJXC,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,20.05,20.05
7989-VCQOH,Q3,18,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,83.25,1611.15
8882-TLVRW,Q3,69,No,Yes,DSL,Two Year,Credit Card,39.1,2779.5
3580-GICBM,Q3,61,Yes,No,No Internet,Two Year,Credit Card,24.2,1445.2
9730-DRTMJ,Q3,32,Yes,Yes,DSL,One Year,Credit Card,72.8,2333.05
4686-UXDML,Q3,21,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,99.85,1992.55
0932-YIXYU,Q3,47,Yes,No,No Internet,Two Year,Credit Card,20.25,1029.8
7480-SPLEF,Q3,69,Yes,No,No Internet,Two Year,Bank Withdrawal,26.0,1796.55
7636-XUHWW,Q3,2,Yes,No,No Internet,Month-to-Month,Credit Card,19.9,33.7
1431-CYWMH,Q3,22,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,19.05,454.05
6349-JDHQP,Q3,53,Yes,No,No Internet,Two Year,Credit Card,19.85,1049.6
5847-MXBEO,Q3,22,Yes,No,No Internet,One Year,Credit Card,20.3,475.1
1116-FRYVH,Q3,48,No,Yes,DSL,Two Year,Credit Card,39.4,1978.65
9633-XQABV,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,70.25,229.7
1183-CANVH,Q3,23,Yes,Yes,DSL,One Year,Bank Withdrawal,60.0,1347.15
1972-XMUWV,Q3,65,Yes,Yes,Cable,Two Year,Credit Card,59.8,3808.2
8679-LZBMD,Q3,44,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,90.65,3974.15
3407-JMJQQ,Q3,71,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,109.0,7661.8
6252-DFGTK,Q3,37,Yes,Yes,DSL,One Year,Credit Card,68.1,2479.25
1539-LNKHM,Q3,12,Yes,No,No Internet,Month-to-Month,Credit Card,20.4,266.6
8645-KOMJQ,Q3,69,Yes,Yes,DSL,Two Year,Bank Withdrawal,81.95,5601.4
0289-IVARM,Q3,35,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,60.55,1982.6
9761-XUJWD,Q3,5,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,65.6,339.9
4057-FKCZK,Q3,58,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,82.5,4828.05
4291-TPNFG,Q3,72,Yes,Yes,DSL,Two Year,Bank Withdrawal,82.3,5980.55
6087-YPWHO,Q3,72,Yes,Yes,DSL,Two Year,Credit Card,68.15,4808.7
3090-QFUVD,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,20.3,20.3
1722-LDZJS,Q3,53,Yes,No,No Internet,One Year,Credit Card,20.2,1068.15
1818-ESQMW,Q3,27,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,89.2,2383.6
7401-RUBNK,Q3,18,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.8,1438.05
0506-YLVKJ,Q3,46,Yes,No,No Internet,Two Year,Credit Card,20.2,917.45
8661-BOYNW,Q3,72,Yes,Yes,DSL,Two Year,Credit Card,84.4,6096.45
4815-GBTCD,Q3,4,No,Yes,DSL,Month-to-Month,Bank Withdrawal,25.15,99.95
2805-AUFQN,Q3,25,Yes,No,No Internet,Two Year,Credit Card,19.8,475.2
0980-PVMRC,Q3,40,No,Yes,DSL,Month-to-Month,Bank Withdrawal,50.85,2036.55
7233-DRTRF,Q3,63,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,102.4,6444.05
3873-NFTGI,Q3,14,Yes,Yes,DSL,Month-to-Month,Credit Card,55.5,767.55
7048-GXDAY,Q3,39,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,106.4,4040.65
8571-ZCMCX,Q3,47,No,Yes,DSL,Two Year,Credit Card,60.0,2768.65
1169-WCVAK,Q3,19,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,88.8,1672.35
7129-CAKJW,Q3,17,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,80.05,1345.65
3570-YUEKJ,Q3,42,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,49.55,2077.95
1555-HAPSU,Q3,71,Yes,No,No Internet,Two Year,Credit Card,23.9,1663.5
8464-EETCQ,Q3,57,Yes,No,No Internet,Two Year,Credit Card,18.8,1094.35
2419-FSORS,Q3,72,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,108.4,7719.5
8132-YPVBX,Q3,6,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,85.95,514.6
6754-LZUKA,Q3,61,Yes,Yes,DSL,Two Year,Bank Withdrawal,80.9,4932.5
8099-MZPUJ,Q3,48,Yes,Yes,Fiber Optic,Two Year,Credit Card,111.8,5443.65
0787-LHDYT,Q3,16,Yes,No,No Internet,Month-to-Month,Credit Card,20.6,330.25
0374-IOEGQ,Q3,3,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,44.6,122.7
3197-NNYNB,Q3,65,Yes,Yes,Fiber Optic,Two Year,Credit Card,105.1,6631.85
3396-DKDEL,Q3,70,Yes,Yes,Fiber Optic,Two Year,Credit Card,115.15,8250.0
1752-OZXFY,Q3,60,Yes,Yes,DSL,One Year,Credit Card,59.8,3561.15
9066-QRSDU,Q3,69,Yes,No,No Internet,One Year,Bank Withdrawal,26.3,1763.55
9867-NNXLC,Q3,22,Yes,No,No Internet,Month-to-Month,Credit Card,20.05,470.2
5321-NTRKC,Q3,66,Yes,Yes,DSL,Two Year,Bank Withdrawal,79.85,5234.95
3161-GETRM,Q3,34,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,90.05,3097.0
0402-OAMEN,Q3,72,Yes,No,No Internet,Two Year,Bank Withdrawal,24.45,1709.1
6933-VLYFX,Q3,31,No,Yes,Cable,One Year,Bank Withdrawal,59.95,1848.8
6754-WKSHP,Q3,30,Yes,No,No Internet,One Year,Bank Withdrawal,25.35,723.3
5055-MGMGF,Q3,65,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,105.05,6914.95
4641-FROLU,Q3,30,Yes,No,No Internet,Two Year,Credit Card,19.3,602.9
2862-JVEOY,Q3,6,Yes,No,No Internet,One Year,Credit Card,19.15,124.4
2969-QWUBZ,Q3,2,No,Yes,Cable,Month-to-Month,Bank Withdrawal,51.4,96.8
9822-BIIGN,Q3,53,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,71.85,3827.9
1534-OULXE,Q3,61,Yes,Yes,DSL,One Year,Bank Withdrawal,49.7,2961.4
2971-SGAFL,Q3,13,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,78.75,995.35
2905-KFQUV,Q3,2,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,70.4,154.8
3370-HXOPH,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,76.1,257.6
9391-YZEJW,Q3,62,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,94.0,5757.2
9958-MEKUC,Q3,72,Yes,Yes,Fiber Optic,Two Year,Credit Card,103.95,7517.7
0281-CNTZX,Q3,63,Yes,No,No Internet,Two Year,Bank Withdrawal,19.95,1234.8
9114-VEPUF,Q3,62,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,96.1,6001.45
7876-BEUTG,Q3,15,Yes,Yes,DSL,Month-to-Month,Credit Card,48.8,720.1
2338-BQEZT,Q3,55,Yes,Yes,DSL,Month-to-Month,Credit Card,50.55,2832.75
9873-MNDKV,Q3,11,Yes,Yes,DSL,Month-to-Month,Credit Card,44.65,472.25
8241-JUIQO,Q3,61,Yes,No,No Internet,One Year,Bank Withdrawal,19.45,1336.35
2194-IIQOF,Q3,71,Yes,Yes,DSL,Two Year,Credit Card,89.3,6388.65
9631-RXVJM,Q3,35,Yes,No,No Internet,Two Year,Credit Card,19.25,677.9
9584-EXCDZ,Q3,17,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,70.5,1165.6
5093-FEGLU,Q3,47,Yes,No,No Internet,Two Year,Bank Withdrawal,19.65,921.55
2621-UDNLU,Q3,3,Yes,No,No Internet,Month-to-Month,Credit Card,20.85,72.0
7526-IVLYU,Q3,3,Yes,No,No Internet,Month-to-Month,Credit Card,19.65,68.35
9214-EKVXR,Q3,1,Yes,Yes,DSL,Month-to-Month,Credit Card,44.0,44.0
3410-MHHUM,Q3,44,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,94.4,4295.35
2122-YWVYA,Q3,18,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,75.4,1380.4
2296-DKZFP,Q3,65,Yes,Yes,DSL,Two Year,Bank Withdrawal,71.0,4386.2
8909-BOLNL,Q3,3,Yes,No,No Internet,One Year,Credit Card,21.2,52.05
6603-YRDCJ,Q3,33,Yes,Yes,DSL,Two Year,Credit Card,61.05,2018.4
3229-USWAR,Q3,34,Yes,Yes,DSL,One Year,Bank Withdrawal,79.95,2727.3
2138-VFAPZ,Q3,14,Yes,No,No Internet,Two Year,Credit Card,19.7,263.65
6131-JLWZM,Q3,13,Yes,No,No Internet,Month-to-Month,Credit Card,20.3,275.4
0269-XFESX,Q3,23,Yes,No,No Internet,One Year,Credit Card,24.35,538.5
1709-EJDOX,Q3,47,Yes,No,No Internet,Two Year,Credit Card,19.75,948.9
4316-XCSLJ,Q3,17,Yes,Yes,DSL,Month-to-Month,Credit Card,50.3,846.8
0383-CLDDA,Q3,69,Yes,Yes,DSL,Two Year,Credit Card,85.35,5897.4
2709-UQGNP,Q3,10,Yes,Yes,Cable,Month-to-Month,Credit Card,51.65,524.5
3549-ZTMNH,Q3,12,Yes,No,No Internet,Two Year,Bank Withdrawal,24.0,269.65
8033-ATFAS,Q3,39,Yes,Yes,Cable,Month-to-Month,Credit Card,59.85,2341.5
0562-HKHML,Q3,71,Yes,No,No Internet,Two Year,Credit Card,23.9,1626.4
8277-RVRSV,Q3,33,Yes,No,No Internet,One Year,Credit Card,24.15,800.3
7054-ENNGU,Q3,9,Yes,Yes,Cable,Month-to-Month,Credit Card,50.85,466.6
1455-HFBXA,Q3,52,Yes,Yes,Fiber Optic,Two Year,Credit Card,91.6,4627.8
9402-CXWPL,Q3,70,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,98.9,6838.6
1628-BIZYP,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,85.0,85.0
0082-LDZUE,Q3,1,Yes,Yes,DSL,Month-to-Month,Credit Card,44.3,44.3
5343-SGUBI,Q3,52,Yes,Yes,Fiber Optic,One Year,Credit Card,80.2,4297.6
0856-NAOES,Q3,6,Yes,Yes,DSL,Month-to-Month,Credit Card,60.9,414.1
1976-AZZPJ,Q3,7,No,Yes,DSL,Month-to-Month,Credit Card,34.2,256.6
6156-UZDLF,Q3,26,Yes,Yes,Fiber Optic,One Year,Credit Card,87.15,2274.1
3099-OONVS,Q3,25,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,54.3,1296.8
9500-WBGRP,Q3,69,Yes,No,No Internet,Two Year,Credit Card,19.1,1268.85
5183-KLYEM,Q3,72,Yes,Yes,Fiber Optic,Two Year,Credit Card,112.75,8192.6
5144-PQCDZ,Q3,4,Yes,No,No Internet,Month-to-Month,Credit Card,19.95,59.25
8514-VZHEB,Q3,59,Yes,No,No Internet,Two Year,Credit Card,19.5,1147.85
6625-IUTTT,Q3,67,Yes,Yes,Cable,Two Year,Bank Withdrawal,65.55,4361.55
0068-FIGTF,Q3,27,Yes,Yes,DSL,One Year,Credit Card,78.2,2078.95
5965-GGPRW,Q3,72,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,105.25,7609.75
8035-PWSEV,Q3,6,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,89.25,487.05
2236-HILPA,Q3,62,Yes,No,No Internet,Two Year,Credit Card,20.65,1218.45
1840-BIUOG,Q3,20,Yes,Yes,DSL,One Year,Bank Withdrawal,68.7,1416.2
1356-MKYSK,Q3,6,Yes,Yes,DSL,Month-to-Month,Credit Card,78.65,483.3
6080-LNESI,Q3,51,Yes,No,No Internet,Two Year,Credit Card,24.75,1234.6
1830-IPXVJ,Q3,61,Yes,No,No Internet,Two Year,Credit Card,19.75,1311.6
8398-TBIYD,Q3,72,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,84.7,6185.15
9418-RUKPH,Q3,38,Yes,No,No Internet,Two Year,Credit Card,19.95,756.4
4712-AUQZO,Q3,18,No,Yes,DSL,Month-to-Month,Credit Card,33.6,550.35
9711-FJTBX,Q3,56,Yes,Yes,Fiber Optic,One Year,Credit Card,85.85,4793.8
2908-ZTPNF,Q3,36,No,Yes,Cable,Month-to-Month,Bank Withdrawal,34.85,1267.2
1414-YADCW,Q3,70,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,84.6,5706.2
8756-RDDLT,Q3,68,No,Yes,Cable,Month-to-Month,Bank Withdrawal,44.95,3085.35
2862-PFNIK,Q3,1,No,Yes,Cable,Month-to-Month,Bank Withdrawal,24.7,24.7
5816-QVHRX,Q3,37,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,100.3,3541.4
4430-YHXGG,Q3,4,Yes,No,No Internet,Month-to-Month,Credit Card,25.45,84.2
6888-SBYAI,Q3,1,Yes,Yes,Cable,Month-to-Month,Credit Card,50.7,50.7
7395-XWZOY,Q3,20,No,Yes,DSL,Month-to-Month,Credit Card,55.0,1165.55
7169-YWAMK,Q3,72,Yes,Yes,DSL,Two Year,Bank Withdrawal,68.4,4855.35
6859-RKMZJ,Q3,11,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,55.05,608.15
2729-VNVAP,Q3,33,Yes,No,No Internet,Two Year,Credit Card,19.8,641.35
2049-BAFNW,Q3,1,No,Yes,DSL,Month-to-Month,Credit Card,35.9,35.9
3842-QTGDL,Q3,16,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,80.75,1321.3
7163-OCEQI,Q3,22,Yes,Yes,DSL,One Year,Credit Card,78.65,1663.75
9782-LGXMC,Q3,49,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,61.75,3024.15
5975-BAICR,Q3,36,Yes,Yes,DSL,One Year,Credit Card,63.7,2188.5
4673-KKSLS,Q3,31,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,87.6,2724.25
4853-OITSN,Q3,5,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,89.15,413.25
9800-OUIGR,Q3,66,Yes,No,No Internet,Two Year,Credit Card,20.0,1374.2
2324-EFHVG,Q3,64,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,104.4,6692.65
7094-MSZAO,Q3,10,Yes,No,No Internet,Month-to-Month,Credit Card,20.05,218.5
6907-CQGPN,Q3,29,No,Yes,DSL,Month-to-Month,Bank Withdrawal,34.3,1004.75
0780-XNZFN,Q3,57,Yes,No,No Internet,Two Year,Bank Withdrawal,20.65,1125.6
0239-OXEXL,Q3,46,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,84.25,3847.6
2675-IJRGJ,Q3,53,Yes,No,No Internet,Two Year,Bank Withdrawal,19.65,978.0
7049-GKVZY,Q3,17,Yes,Yes,Cable,One Year,Credit Card,79.85,1387.35
8577-QSOCG,Q3,38,Yes,No,No Internet,Two Year,Credit Card,20.2,746.05
3721-CNZHX,Q3,15,Yes,No,No Internet,One Year,Credit Card,19.8,304.6
0212-ISBBF,Q3,22,No,Yes,Cable,Month-to-Month,Bank Withdrawal,50.35,1098.85
3585-YNADK,Q3,57,Yes,Yes,Cable,One Year,Bank Withdrawal,74.6,4368.95
1099-GODLO,Q3,1,Yes,No,No Internet,Two Year,Credit Card,20.35,20.35
6828-HMKWP,Q3,12,Yes,No,No Internet,Two Year,Bank Withdrawal,21.05,262.05
1472-TNCWL,Q3,36,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,94.7,3512.5
2080-GKCWQ,Q3,2,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.95,151.75
2193-SFWQW,Q3,72,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,111.95,8033.1
5656-JAMLX,Q3,62,Yes,No,No Internet,Two Year,Bank Withdrawal,19.85,1253.65
3462-BJQQA,Q3,6,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,89.75,552.65
0442-TDYUO,Q3,48,Yes,No,No Internet,Two Year,Credit Card,20.05,1036.0
6733-LRIZX,Q3,35,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,108.95,4025.5
9503-XJUME,Q3,52,Yes,No,No Internet,One Year,Credit Card,19.65,928.4
4367-NHWMM,Q3,1,No,Yes,Cable,Month-to-Month,Credit Card,24.9,24.9
3779-OSWCF,Q3,71,Yes,Yes,Cable,Two Year,Credit Card,93.2,6506.15
6736-DHUQI,Q3,67,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,84.8,5598.3
1360-RCYRT,Q3,23,No,Yes,DSL,Month-to-Month,Bank Withdrawal,30.35,678.75
2724-FJDYW,Q3,39,No,Yes,DSL,One Year,Bank Withdrawal,54.85,2191.7
4451-RWASJ,Q3,15,Yes,No,No Internet,One Year,Credit Card,19.5,239.75
3460-TJBWI,Q3,24,Yes,No,No Internet,Two Year,Credit Card,24.2,609.05
5917-HBSDW,Q3,37,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,19.35,683.75
0956-ACVZC,Q3,54,Yes,Yes,Fiber Optic,One Year,Credit Card,94.1,5060.9
2325-NBPZG,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.55,233.65
4482-FTFFX,Q3,5,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,56.15,291.45
8859-DZTGQ,Q3,33,Yes,No,No Internet,Two Year,Credit Card,20.35,689.75
0440-MOGPM,Q3,41,Yes,Yes,DSL,One Year,Bank Withdrawal,80.55,3263.9
0020-JDNXP,Q3,34,No,Yes,DSL,One Year,Credit Card,61.25,1993.2
3752-CQSJI,Q3,13,Yes,No,No Internet,Month-to-Month,Credit Card,20.45,254.5
5025-GOOKI,Q3,20,Yes,No,No Internet,Month-to-Month,Credit Card,18.9,347.65
2887-JPYLU,Q3,41,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,45.2,1841.9
4770-QAZXN,Q3,13,Yes,No,No Internet,Month-to-Month,Credit Card,19.45,232.1
4896-CPRPF,Q3,35,Yes,No,No Internet,Two Year,Bank Withdrawal,25.45,809.25
9714-EDSUC,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,94.9,360.55
7353-YOWFP,Q3,7,Yes,No,No Internet,One Year,Credit Card,20.25,129.15
8008-ESFLK,Q3,53,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,110.5,5835.5
3363-EWLGO,Q3,5,Yes,No,No Internet,Month-to-Month,Credit Card,19.95,109.6
1689-YQBYY,Q3,12,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,76.6,893.0
4487-ZYJZK,Q3,38,Yes,No,No Internet,One Year,Credit Card,19.6,763.1
2959-FENLU,Q3,9,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,85.3,781.4
0708-LGSMF,Q3,13,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,65.85,902.25
7634-HLQJR,Q3,47,Yes,No,No Internet,Two Year,Credit Card,20.05,1016.7
0487-RPVUM,Q3,61,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,99.4,5943.65
4079-ULGFR,Q3,16,Yes,No,No Internet,Month-to-Month,Credit Card,20.0,275.7
2516-XSJKX,Q3,41,Yes,Yes,DSL,Two Year,Bank Withdrawal,78.45,3126.45
0057-QBUQH,Q3,43,Yes,No,No Internet,Two Year,Bank Withdrawal,25.1,1070.15
6599-SFQVE,Q3,6,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,55.0,340.4
8331-ZXFOE,Q3,58,Yes,Yes,Cable,One Year,Credit Card,71.1,4299.2
4003-FUSHP,Q3,19,Yes,Yes,Cable,Month-to-Month,Credit Card,61.55,1093.2
0356-ERHVT,Q3,11,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,45.9,521.9
7325-ENZFI,Q3,39,No,Yes,DSL,One Year,Bank Withdrawal,40.3,1630.4
3920-HIHMQ,Q3,26,Yes,Yes,DSL,Month-to-Month,Credit Card,49.5,1265.65
0613-WUXUM,Q3,70,Yes,No,No Internet,Two Year,Credit Card,19.2,1401.4
4458-KVRBJ,Q3,59,Yes,No,No Internet,Two Year,Credit Card,25.0,1510.5
1397-XKKWR,Q3,7,No,Yes,DSL,One Year,Credit Card,35.3,264.8
8097-OMULG,Q3,59,Yes,Yes,DSL,One Year,Credit Card,76.75,4541.9
6013-BHCAW,Q3,61,Yes,Yes,DSL,Two Year,Bank Withdrawal,81.0,4976.15
0401-WDBXM,Q3,72,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,105.55,7542.25
3387-PLKUI,Q3,13,Yes,No,No Internet,Month-to-Month,Credit Card,18.8,251.25
6096-EGVTU,Q3,64,Yes,No,No Internet,One Year,Credit Card,24.9,1595.5
5081-NWSUP,Q3,10,Yes,Yes,DSL,One Year,Credit Card,64.9,685.55
2580-ATZSQ,Q3,65,Yes,Yes,DSL,One Year,Bank Withdrawal,61.35,3874.1
8085-MSNLK,Q3,62,Yes,Yes,Fiber Optic,Two Year,Credit Card,113.95,6891.4
9691-HKOVS,Q3,55,Yes,Yes,DSL,One Year,Bank Withdrawal,90.15,4916.95
9881-VCZEP,Q3,25,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,54.1,1373.0
8757-TFHHJ,Q3,1,Yes,Yes,Cable,Month-to-Month,Credit Card,49.8,49.8
5119-KEPFY,Q3,36,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,95.0,3440.25
0916-KNFAJ,Q3,61,Yes,Yes,Cable,Two Year,Credit Card,69.9,4226.7
8319-QBEHW,Q3,26,No,Yes,Cable,One Year,Bank Withdrawal,39.95,1023.75
9625-QNLUX,Q3,68,Yes,Yes,Fiber Optic,Two Year,Credit Card,103.25,7074.4
4024-CSNBY,Q3,72,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,94.25,6849.75
7110-BDTWG,Q3,71,No,Yes,Cable,Two Year,Bank Withdrawal,47.05,3263.6
7493-GVFIO,Q3,57,Yes,No,No Internet,Two Year,Credit Card,20.55,1252.85
0690-SRQID,Q3,4,Yes,No,No Internet,Month-to-Month,Credit Card,19.65,67.55
9114-DPSIA,Q3,72,Yes,Yes,DSL,Two Year,Credit Card,81.0,5750.0
4700-UBQMV,Q3,21,Yes,Yes,DSL,One Year,Bank Withdrawal,75.9,1549.75
7711-GQBZC,Q3,71,Yes,No,No Internet,Two Year,Bank Withdrawal,24.7,1810.55
9795-NREXC,Q3,64,Yes,Yes,DSL,Two Year,Credit Card,85.0,5484.4
8573-CGOCC,Q3,16,Yes,No,No Internet,Month-to-Month,Credit Card,19.75,294.9
7356-AYNJP,Q3,4,Yes,No,No Internet,One Year,Bank Withdrawal,23.9,97.5
6286-SUUWT,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,19.95,19.95
4819-HJPIW,Q3,18,No,Yes,DSL,Month-to-Month,Credit Card,25.15,476.8
8654-DHAOW,Q3,2,Yes,Yes,DSL,Month-to-Month,Credit Card,54.15,101.65
5438-QMDDL,Q3,19,Yes,Yes,DSL,Month-to-Month,Credit Card,59.8,1130.85
